まず	副詞,一般,*,*,*,*,まず,マズ,マズ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
迎え	動詞,自立,*,*,一段,連用形,迎える,ムカエ,ムカエ
、	記号,読点,*,*,*,*,、,、,、
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ
改善	名詞,サ変接続,*,*,*,*,改善,カイゼン,カイゼン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
話合い	名詞,サ変接続,*,*,*,*,話合い,ハナシアイ,ハナシアイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
積み重ね	動詞,自立,*,*,一段,連用形,積み重ねる,ツミカサネ,ツミカサネ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
対話のドア	名詞,固有名詞,一般,*,*,*,対話のドア,タイワノドア,タイワノドア
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
常に	副詞,一般,*,*,*,*,常に,ツネニ,ツネニ
オープン	名詞,形容動詞語幹,*,*,*,*,オープン,オープン,オープン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あり	助動詞,*,*,*,五段・ラ行アル,連用形,ある,アリ,アリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
ロシア	名詞,固有名詞,地域,国,*,*,ロシア,ロシア,ロシア
と	助詞,格助詞,一般,*,*,*,と,ト,ト
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
戦後	名詞,副詞可能,*,*,*,*,戦後,センゴ,センゴ
七	名詞,数,*,*,*,*,七,ナナ,ナナ
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
経っ	動詞,自立,*,*,五段・タ行,連用タ接続,経つ,タッ,タッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
現在	名詞,副詞可能,*,*,*,*,現在,ゲンザイ,ゲンザイ
も	助詞,係助詞,*,*,*,*,も,モ,モ
、	記号,読点,*,*,*,*,、,、,、
いまだ	副詞,助詞類接続,*,*,*,*,いまだ,イマダ,イマダ
平和	名詞,形容動詞語幹,*,*,*,*,平和,ヘイワ,ヘイワ
条約	名詞,一般,*,*,*,*,条約,ジョウヤク,ジョーヤク
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
締結	名詞,サ変接続,*,*,*,*,締結,テイケツ,テイケツ
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,未然形,いる,イ,イ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
現実	名詞,一般,*,*,*,*,現実,ゲンジツ,ゲンジツ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
プーチン大統領	名詞,固有名詞,一般,*,*,*,プーチン大統領,プーチンダイトウリョウ,プーチンダイトウリョー
と	助詞,格助詞,引用,*,*,*,と,ト,ト
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ
にわたる	助詞,格助詞,連語,*,*,*,にわたる,ニワタル,ニワタル
首脳会談	名詞,固有名詞,一般,*,*,*,首脳会談,シュノウカイダン,シュノウカイダン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
行っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,行う,オコナッ,オコナッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
大統領	名詞,一般,*,*,*,*,大統領,ダイトウリョウ,ダイトーリョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
訪日	名詞,サ変接続,*,*,*,*,訪日,ホウニチ,ホーニチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
本年	名詞,副詞可能,*,*,*,*,本年,ホンネン,ホンネン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
適切	名詞,形容動詞語幹,*,*,*,*,適切,テキセツ,テキセツ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
時期	名詞,副詞可能,*,*,*,*,時期,ジキ,ジキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
実現	名詞,サ変接続,*,*,*,*,実現,ジツゲン,ジツゲン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
おり	動詞,非自立,*,*,五段・ラ行,連用形,おる,オリ,オリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
首脳会談	名詞,固有名詞,一般,*,*,*,首脳会談,シュノウカイダン,シュノウカイダン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
積み重ね	名詞,一般,*,*,*,*,積み重ね,ツミカサネ,ツミカサネ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
基礎	名詞,一般,*,*,*,*,基礎,キソ,キソ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
、	記号,読点,*,*,*,*,、,、,、
経済	名詞,一般,*,*,*,*,経済,ケイザイ,ケイザイ
、	記号,読点,*,*,*,*,、,、,、
文化	名詞,一般,*,*,*,*,文化,ブンカ,ブンカ
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
幅広い	形容詞,自立,*,*,形容詞・アウオ段,基本形,幅広い,ハバヒロイ,ハバヒロイ
分野	名詞,一般,*,*,*,*,分野,ブンヤ,ブンヤ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
協力	名詞,サ変接続,*,*,*,*,協力,キョウリョク,キョーリョク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
深め	動詞,自立,*,*,一段,連用形,深める,フカメ,フカメ
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
、	記号,読点,*,*,*,*,、,、,、
平和条約	名詞,固有名詞,一般,*,*,*,平和条約,ヘイワジョウヤク,ヘイワジョウヤク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
締結	名詞,サ変接続,*,*,*,*,締結,テイケツ,テイケツ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
粘り強く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,粘り強い,ネバリヅヨク,ネバリズヨク
交渉	名詞,サ変接続,*,*,*,*,交渉,コウショウ,コーショー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
続け	動詞,自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
北朝鮮	名詞,固有名詞,地域,国,*,*,北朝鮮,キタチョウセン,キタチョーセン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
拉致	名詞,サ変接続,*,*,*,*,拉致,ラチ,ラチ
、	記号,読点,*,*,*,*,、,、,、
核	名詞,一般,*,*,*,*,核,カク,カク
、	記号,読点,*,*,*,*,、,、,、
ミサイル	名詞,一般,*,*,*,*,ミサイル,ミサイル,ミサイル
の	助詞,連体化,*,*,*,*,の,ノ,ノ
諸	接頭詞,名詞接続,*,*,*,*,諸,ショ,ショ
懸案	名詞,一般,*,*,*,*,懸案,ケンアン,ケンアン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
包括	名詞,サ変接続,*,*,*,*,包括,ホウカツ,ホーカツ
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
解決	名詞,サ変接続,*,*,*,*,解決,カイケツ,カイケツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
求め	動詞,自立,*,*,一段,連用形,求める,モトメ,モトメ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
最	接頭詞,名詞接続,*,*,*,*,最,サイ,サイ
重要	名詞,形容動詞語幹,*,*,*,*,重要,ジュウヨウ,ジューヨー
課題	名詞,一般,*,*,*,*,課題,カダイ,カダイ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
拉致問題	名詞,固有名詞,一般,*,*,*,拉致問題,ラチモンダイ,ラチモンダイ
について	助詞,格助詞,連語,*,*,*,について,ニツイテ,ニツイテ
、	記号,読点,*,*,*,*,、,、,、
北朝鮮	名詞,固有名詞,地域,国,*,*,北朝鮮,キタチョウセン,キタチョーセン
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
迅速	名詞,形容動詞語幹,*,*,*,*,迅速,ジンソク,ジンソク
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
調査	名詞,サ変接続,*,*,*,*,調査,チョウサ,チョーサ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
行い	動詞,自立,*,*,五段・ワ行促音便,連用形,行う,オコナイ,オコナイ
、	記号,読点,*,*,*,*,、,、,、
一刻	名詞,副詞可能,*,*,*,*,一刻,イッコク,イッコク
も	助詞,係助詞,*,*,*,*,も,モ,モ
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク
、	記号,読点,*,*,*,*,、,、,、
全て	名詞,副詞可能,*,*,*,*,全て,スベテ,スベテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
正直	名詞,形容動詞語幹,*,*,*,*,正直,ショウジキ,ショージキ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
通報	名詞,サ変接続,*,*,*,*,通報,ツウホウ,ツーホー
す	動詞,自立,*,*,サ変・スル,文語基本形,する,ス,ス
べき	助動詞,*,*,*,文語・ベシ,体言接続,べし,ベキ,ベキ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あり	助動詞,*,*,*,五段・ラ行アル,連用形,ある,アリ,アリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
今後	名詞,副詞可能,*,*,*,*,今後,コンゴ,コンゴ
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ
、	記号,読点,*,*,*,*,、,、,、
「	記号,括弧開,*,*,*,*,「,「,「
対話	名詞,サ変接続,*,*,*,*,対話,タイワ,タイワ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
圧力	名詞,一般,*,*,*,*,圧力,アツリョク,アツリョク
」	記号,括弧閉,*,*,*,*,」,」,」
、	記号,読点,*,*,*,*,、,、,、
「	記号,括弧開,*,*,*,*,「,「,「
行動	名詞,サ変接続,*,*,*,*,行動,コウドウ,コードー
対	名詞,接続詞的,*,*,*,*,対,タイ,タイ
行動	名詞,サ変接続,*,*,*,*,行動,コウドウ,コードー
」	記号,括弧閉,*,*,*,*,」,」,」
の	助詞,連体化,*,*,*,*,の,ノ,ノ
原則	名詞,一般,*,*,*,*,原則,ゲンソク,ゲンソク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
貫き	動詞,自立,*,*,五段・カ行イ音便,連用形,貫く,ツラヌキ,ツラヌキ
、	記号,読点,*,*,*,*,、,、,、
拉致問題	名詞,固有名詞,一般,*,*,*,拉致問題,ラチモンダイ,ラチモンダイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
解決	名詞,サ変接続,*,*,*,*,解決,カイケツ,カイケツ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
全力	名詞,一般,*,*,*,*,全力,ゼンリョク,ゼンリョク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
尽くし	動詞,自立,*,*,五段・サ行,連用形,尽くす,ツクシ,ツクシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
昨年	名詞,副詞可能,*,*,*,*,昨年,サクネン,サクネン
末	名詞,接尾,副詞可能,*,*,*,末,マツ,マツ
、	記号,読点,*,*,*,*,、,、,、
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
飛び立っ	動詞,自立,*,*,五段・タ行,連用タ接続,飛び立つ,トビタッ,トビタッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
「	記号,括弧開,*,*,*,*,「,「,「
はやぶさ2	名詞,固有名詞,一般,*,*,*,はやぶさ2,ハヤブサツー,ハヤブサツー
」	記号,括弧閉,*,*,*,*,」,」,」
。	記号,句点,*,*,*,*,。,。,。
宇宙	名詞,一般,*,*,*,*,宇宙,ウチュウ,ウチュー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
続け	動詞,自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
小惑星	名詞,一般,*,*,*,*,小惑星,ショウワクセイ,ショーワクセイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
クレーター	名詞,一般,*,*,*,*,クレーター,クレーター,クレーター
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
サンプル	名詞,一般,*,*,*,*,サンプル,サンプル,サンプル
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
採取	名詞,サ変接続,*,*,*,*,採取,サイシュ,サイシュ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
ミッション	名詞,一般,*,*,*,*,ミッション,ミッション,ミッション
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
可能	名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー
と	助詞,格助詞,引用,*,*,*,と,ト,ト
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
核心	名詞,一般,*,*,*,*,核心,カクシン,カクシン
技術	名詞,一般,*,*,*,*,技術,ギジュツ,ギジュツ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
福島	名詞,固有名詞,地域,一般,*,*,福島,フクシマ,フクシマ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
東日本大震災	名詞,固有名詞,一般,*,*,*,東日本大震災,ヒガシニホンダイシンサイ,ヒガシニホンダイシンサイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
一時	名詞,副詞可能,*,*,*,*,一時,イチジ,イチジ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
休業	名詞,サ変接続,*,*,*,*,休業,キュウギョウ,キューギョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
強い	動詞,自立,*,*,一段,未然形,強いる,シイ,シイ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
も	助詞,係助詞,*,*,*,*,も,モ,モ
、	記号,読点,*,*,*,*,、,、,、
技術者	名詞,固有名詞,一般,*,*,*,技術者,ギジュツシャ,ギジュツシャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
皆さん	名詞,一般,*,*,*,*,皆さん,ミナサン,ミナサン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
熱意	名詞,一般,*,*,*,*,熱意,ネツイ,ネツイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
被災地	名詞,固有名詞,一般,*,*,*,被災地,ヒサイチ,ヒサイチ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
「	記号,括弧開,*,*,*,*,「,「,「
世界初	名詞,固有名詞,一般,*,*,*,世界初,セカイハツ,セカイハツ
」	記号,括弧閉,*,*,*,*,」,」,」
の	助詞,連体化,*,*,*,*,の,ノ,ノ
技術	名詞,一般,*,*,*,*,技術,ギジュツ,ギジュツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
生み出し	動詞,自立,*,*,五段・サ行,連用形,生み出す,ウミダシ,ウミダシ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
福島	名詞,固有名詞,地域,一般,*,*,福島,フクシマ,フクシマ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ
最先端	名詞,一般,*,*,*,*,最先端,サイセンタン,サイセンタン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
研究	名詞,サ変接続,*,*,*,*,研究,ケンキュウ,ケンキュー
、	記号,読点,*,*,*,*,、,、,、
新	接頭詞,名詞接続,*,*,*,*,新,シン,シン
産業	名詞,一般,*,*,*,*,産業,サンギョウ,サンギョー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
生まれる	動詞,自立,*,*,一段,基本形,生まれる,ウマレル,ウマレル
地	名詞,一般,*,*,*,*,地,チ,チ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
再生	名詞,サ変接続,*,*,*,*,再生,サイセイ,サイセイ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
原発	名詞,一般,*,*,*,*,原発,ゲンパツ,ゲンパツ
事故	名詞,一般,*,*,*,*,事故,ジコ,ジコ
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ
被害	名詞,一般,*,*,*,*,被害,ヒガイ,ヒガイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
浜通り	名詞,固有名詞,一般,*,*,*,浜通り,ハマドオリ,ハマドオリ
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
、	記号,読点,*,*,*,*,、,、,、
ロボット	名詞,一般,*,*,*,*,ロボット,ロボット,ロボット
関連産業	名詞,固有名詞,一般,*,*,*,関連産業,カンレンサンギョウ,カンレンサンギョー
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
集積	名詞,サ変接続,*,*,*,*,集積,シュウセキ,シューセキ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
中間	名詞,一般,*,*,*,*,中間,チュウカン,チューカン
貯蔵	名詞,サ変接続,*,*,*,*,貯蔵,チョゾウ,チョゾー
